,name,location,timestamps,timestamp_urls,restaurant_url
0,Oowee Vegan,brighton-editions,"['20201019', '20201021']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/oowee-vegan-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
1,Shake Shack,brighton-editions,"['20201019', '20201021']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/shake-shack-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
2,Lost Boys Chicken,hove,"['20201019', '20210618', '20210123', '20201021', '20210511', '20210928']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/hove/lost-boys-chicken-editions?day=today&geohash=gcpc5qr68ee1&time=ASAP
3,The Athenian,brighton-editions,"['20201019', '20210618', '20210123', '20201021', '20210511']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/the-athenian-editions-bnc-new?day=today&geohash=gcpc5qr68ee1&time=ASAP
4,The Great British Cheesecake Company ,brighton-editions,"['20201019', '20210618', '20210123', '20210511', '20210928']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/the-great-british-cheesecake-company-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
5,The Athenian Plant Based,brighton-editions,"['20201019', '20210618', '20210123', '20201021', '20210511']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/the-athenian-plant-based-editions-bnc-new?day=today&geohash=gcpc5qr68ee1&time=ASAP
6,The Ice Cream Store,brighton-editions,"['20201019', '20210618']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/the-ice-cream-store-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
7,Pleesecakes - cheesecake,brighton-editions,"['20201019', '20210618', '20210123', '20201021', '20210511', '20210928']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/pleesecakes-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
8,TRIP CBD Store	,brighton-editions,"['20201019', '20210618', '20210123', '20201021', '20210511', '20210928']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/trip-cbd-store-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
9,Halo Top,brighton-editions,['20201019'],['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/brighton-editions/halo-top?day=today&geohash=gcpc5qr68ee1&time=ASAP
10,VIP Very Italian Pizza,brighton-editions,"['20201019', '20210618', '20210123', '20201021', '20210511', '20210928']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/vip-italy-limited-hove?day=today&geohash=gcpc5qr68ee1&time=1715
11,A Burgers Veggie Kitchen  by Taster,,"['20201019', '20201021']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions']",
12,Saucybird,,"['20201019', '20201021']","['https://web.archive.org/web/20201019/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions']",
13,Shake Shack – Burgers & Shakes,brighton-editions,"['20210618', '20210123', '20210511', '20210928']","['https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/shake-shack-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
14,Dishoom,brighton-editions,"['20210618', '20210123', '20210511', '20210928']","['https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/dishoom-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
15,Chilango,brighton-editions,"['20210618', '20210511', '20210928']","['https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/chilango-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
16,Ben & Jerry's Store,brighton-editions,"['20210618', '20210123', '20210511', '20210928']","['https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton-editions/ben-and-jerrys-store-editions-bnc?day=today&geohash=gcpc5qr68ee1&time=ASAP
17,Saucybird,brighton,"['20210618', '20210511', '20210928']","['https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions', 'https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/brighton/brighton/saucybird-brighton?day=tomorrow&geohash=gcpc5qr68ee1&time=1245
18,Mystic Egg,brighton-editions,['20210618'],['https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/brighton-editions/mystic-egg-editions-bnc?geohash=gcpc5qr68ee1
19,Subway GB Standard 4E,brighton-editions,['20210618'],['https://web.archive.org/web/20210618/https://deliveroo.co.uk/restaurants/brighton/brighton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/brighton-editions/gourmet-burger-kitchen-bnc?geohash=gcpc5qr68ee1
20,Maverick Burger,brighton,['20210123'],['https://web.archive.org/web/20210123/https://deliveroo.co.uk/restaurants/brighton/brighton?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/brighton/maverick-burger-brighton?day=today&geohash=gcpcjn067y48&time=1230
21,Mystic Egg,,['20210511'],['https://web.archive.org/web/20210511/https://deliveroo.co.uk/restaurants/brighton/hove?tags=deliveroo+editions'],
22,The Athenian Souvlaki & Gyros,brighton-editions,['20210928'],['https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/brighton-editions/the-athenian-editions-bnc-new?day=today&geohash=gcpchxtk4xzt&time=1245
23,The Athenian Plant Based Souvlaki & Gyros 🌱,brighton-editions,['20210928'],['https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/brighton-editions/the-athenian-plant-based-editions-bnc-new?day=today&geohash=gcpchxtk4xzt&time=1245
24,Halo Top Ice Cream,brighton-editions,['20210928'],['https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/brighton-editions/halo-top?geohash=gcpchxtk4xzt
25,Lost Boys Chicken @ The Joker,preston-park,['20210928'],['https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/preston-park/lost-boys-chicken?geohash=gcpchxtk4xzt
26,Mix & Match by Deliveroo Editions,brighton-editions,['20210928'],['https://web.archive.org/web/20210928043417/https://deliveroo.co.uk/restaurants/brighton/preston-park?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/brighton/brighton-editions/food-market-editions-bnc?geohash=gcpchxtk4xzt
27,Pasta Evangelists ,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/pasta-evangelists-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
28,Coqfighter,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/coqfighter-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
29,Kokoro,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/kokoro-editions-bristol?day=today&geohash=gcnhvd602txg&time=ASAP
30,Nomi Katsu Editions,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/nomi-katsu-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
31,The Athenian | Greek Gyros & Souvlaki,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/the-athenian-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
32,Byron Burger,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/byron-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
33,Zumuku,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/zumu-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
34,Kricket,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/kricket-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
35,The Athenian | Greek Plant Based Souvlaki & Gyros 🌱,bristol-editions,['20220123'],['https://web.archive.org/web/20220123154108/https://deliveroo.co.uk/restaurants/bristol/bristol-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/bristol/bristol-editions/the-athenian-plant-based-editions-brs?day=today&geohash=gcnhvd602txg&time=ASAP
36,Essentials By Deliveroo,cambridge-editions,['20200502'],['https://web.archive.org/web/20200502/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/editions-essentials-editions-cam?day=today&geohash=u12152k2dw2m&time=ASAP
37,Roosters Piri Piri ,cambridge-editions,['20200502'],['https://web.archive.org/web/20200502/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/roosters-piri-piri-editions-cam?day=today&geohash=u12152k2dw2m&time=ASAP
38,Ice Cream Store,cambridge-editions,['20200502'],['https://web.archive.org/web/20200502/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/ics-editions-cam-new?day=today&geohash=u12152k2dw2m&time=ASAP
39,BURgosh Burgers,cambridge-editions,['20200502'],['https://web.archive.org/web/20200502/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/burgosh-editions-cambridge?day=today&geohash=u12152k2dw2m&time=ASAP
40,Pleesecakes,cambridge-editions,['20200502'],['https://web.archive.org/web/20200502/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/pleesecakes-editions-cam?day=today&geohash=u12152k2dw2m&time=ASAP
41,Halo Top,cambridge-editions,"['20200502', '20210624']","['https://web.archive.org/web/20200502/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/cambridge/cambridge-editions/halo-top-editions-cam?day=today&geohash=u12152k2dw2m&time=ASAP
42,Shake Shack,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/shake-shack-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
43,Dishoom,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/dishoom-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
44,Ahi Poke,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/ahi-poke-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
45,The Athenian	,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/the-athenian-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
46,Nomi Katsu 🇯🇵,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/nomi-katsu-editions-cam-new?day=today&geohash=u12152k2dw2m&time=1230
47,Zumuku,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/zumu-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
48,Poke Fuzion,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/poke-fuzion-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
49,The Athenian Plant Based	,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/the-athenian-plant-based-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
50,Pleesecakes - cheesecake	,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/pleesecakes-editions-cam-new?day=today&geohash=u12152k2dw2m&time=1230
51,Trip CBD Store,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/trip-cbd-store-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
52,The Ice Cream Store	,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/ics-editions-cambridge-new?day=today&geohash=u12152k2dw2m&time=1230
53,Ben & Jerry's Store ,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/ben-and-jerrys-store-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
54,Clodagh McKenna At Home,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/clodagh-mckenna-editions-cam?day=today&geohash=u12152k2dw2m&time=1230
55,VIP Very Italian Pizza	,cambridge-editions,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/cambridge/cambridge-editions/vip-very-italian-pizza-editions-cam?day=today&geohash=u12152k2dw2m&time=1730
56,Burger & Lobster	,,['20210624'],['https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/cambridge/cambridge-editions?tags=deliveroo+editions'],
57,Saucybird ,high-wycombe,['20210510'],['https://web.archive.org/web/20210510/https://deliveroo.co.uk/restaurants/high-wycombe/high-wycombe?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/high-wycombe/high-wycombe/saucybird-high-wycombe?day=today&geohash=gcpmwyd4q4b6&time=ASAP
58,Katsu,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/katsu-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
59,The Athenian,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/the-athenian-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1230
60,LEON ,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/leon-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1230
61,Humbledough,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/humbledough-editions-leeds?day=today&geohash=gcwfhvqrcvek&time=1230
62,Pleesecakes - cheesecake,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/pleesecakes-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1230
63,Noodle Inn,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/noodles-inn-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
64,Zumu Sushi,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/zumu-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
